hex	en	zh
#AE2F48	Amore	爱茉莉
#967D96	Amorous	多情的
#B1A7B7	Amorphous Rose	无定形玫瑰
#EE5851	Amour	恋情
#F5E6EA	Amour Frais	爱慕·弗赖斯
#C8C5D7	Amourette	情人
#E0DFE8	Amourette Eternelle	永恒的恋人
#556CB5	Amparo Blue	安帕罗蓝
#264C47	Amphibian	两栖类
#384E47	Amphitrite	安菲特里特
#9F8672	Amphora	双耳瓶
#3F425A	Amphystine	安菲斯汀
#7D9D72	Amulet	护身符
#01748E	Amulet Gem	护身符宝石
#69045F	Amygdala Purple	杏仁核紫色
#94568C	àn Zǐ Purple	暗紫
#00BB44	Anaheim Pepper	阿纳海姆胡椒
#8CCEEA	Anakiwa	阿纳基瓦
#BFB6A7	Analytical Grey	分析灰
#DB304A	Anarchist	无政府主义者
#DE0300	Anarchy	无政府状态
#D0C1C3	Ancestral	祖传
#DDCDA6	Ancestral Gold	祖传黄金
#D8C7C2	Ancestral Haze	祖先的阴霾
#D0D0D0	Ancestral Water	祖传水
#9E90A7	Ancestry Violet	祖先紫罗兰
#7A5145	Ancho Pepper	凤尾椒
#596062	Anchor Grey	锚灰
#435D8B	Anchor Point	锚点
#2C3641	Anchorman	主持人
#9EBBCD	Anchors Away	锚已离
#2B3441	Anchors Aweigh	起锚
#756F6B	Anchovy	凤尾鱼
#EFEEDC	Ancient	古老
#DA6304	Ancient Bamboo	古老竹
#73754C	Ancient Bonsai	古老盆景
#AA6611	Ancient Brandy	古老白兰地
#9C5221	Ancient Bronze	古老古铜
#624147	Ancient Burgundy	古老勃艮第
#99522B	Ancient Chest	古老木箱
#9F543E	Ancient Copper	古老铜
#DCC9A8	Ancient Doeskin	古老鹿皮
#746550	Ancient Earth	古老土
#BB9A71	Ancient Fresco	古老壁画
#A44769	Ancient Fuchsia	古老紫红
#73FDFF	Ancient Ice	古老冰
#E3AF8E	Ancient Inca	古印加
#F1E6D1	Ancient Ivory	古老象牙
#D6D8CD	Ancient Kingdom	古老王国
#837C6F	Ancient Labyrinth	古代迷宫
#483C32	Ancient Lavastone	古代熔岩
#953D55	Ancient Magenta	古老品红
#D1CCB9	Ancient Marble	古老大理石
#959651	Ancient Maze	古代迷宫
#895B8A	Ancient Murasaki Purple	古代紫
#6A5536	Ancient Olive	古老橄榄
#DDD4CE	Ancient Pages	古代书页
#898D91	Ancient Pewter	古老锡器
#444B43	Ancient Pine	古老松
#774411	Ancient Planks	古代木板
#5A3D3F	Ancient Prunus	古李属
#922A31	Ancient Red	古老红
#CCC1AB	Ancient Relic	远古遗物
#70553D	Ancient Root	古老根
#843F5B	Ancient Royal Banner	古代皇家旗帜
#E0CAC0	Ancient Ruins	远古遗迹
#F0E4D1	Ancient Scroll	上古卷轴
#83696E	Ancient Shelter	古代庇护所
#765640	Ancient Spice	古老辛香
#DED8D4	Ancient Stone	古老石
#E7D082	Ancient Treasure	古老珍宝
#A09083	Ancient Wonder	古老奇迹
#EECD00	Ancient Yellow	古老黄
#AFCDC7	Andean Opal Green	安第斯蛋白石绿
#90B19D	Andean Slate	安第斯板岩
#C1A097	Andes Ash	安第斯山脉白蜡木
#78D8D9	Andes Sky	安第斯天空
#424036	Andiron	安迪龙
#633737	Andorra	安道尔
#B58338	Andouille	安杜耶
#FAF0D3	Andover Cream	安多弗奶油
#A4C639	Android Green	安卓绿色
#ABCDEE	Andromeda Blue	仙女座蓝
#882D4C	Anemone	银莲花
#F9EFE4	Anemone White	银莲花白
#BEB6AB	Anew Grey	焕新灰
#AFA8AE	Angel Aura	天使光环
#83C5CD	Angel Blue	天使蓝
#DCAF9F	Angel Breath	天使呼吸
#A3BDD3	Angel Falls	天使瀑布
#B8ACB4	Angel Finger	天使手指
#F0E8D9	Angel Food	天使蛋糕
#D7A14F	Angel Food Cake	天使蛋糕
#004225	Angel Green	天使绿
#D2D6DB	Angel Hair Silver	天使发银
#A17791	Angel Heart	天使心
#BBC6D9	Angel in Blue Jeans	蓝牛仔天使
#CEC7DC	Angel Kiss	天使吻
#C6F0E7	Angel of Death Victorious	凯旋死神
#E19640	Angel Shark	天使鲨
#9BC2D7	Angel Sol	天使索尔
#DDDFD8	Angel Touch	天使触感
#F3DFD7	Angel Wing	天使翼
#F3F1E6	Angel’s Feather	天使的羽毛
#E2D9D3	Angel’s Sigh	天使的叹息
#F6DD34	Angel’s Trumpet	天使喇叭花
#DBDFD4	Angel’s Whisper	天使的低语
#F2DCD7	Angelic	天使
#BBC6D6	Angelic Blue	天使蓝
#E9D9DC	Angelic Choir	天使合唱团
#EECC33	Angelic Descent	天使降临
#F4D9CB	Angelic Pink	天使粉
#E3DFEA	Angelic Sent	天使派
#EBE9D8	Angelic Starlet	天使小星
#F4EDE4	Angelic White	天使白
#F4EFEE	Angelic Wings	天使翅膀
#F4DFA7	Angelic Yellow	天使黄
#EACFC2	Angelico	安吉利科
#D8DEE7	Angélique Grey	安吉莉克·格雷
#DD0055	Anger	愤怒
#DACAB1	Angora	安哥拉毛
#EDE7DE	Angora Goat	安哥拉毛山羊
#EBDFEA	Angora Pink	安哥拉毛粉
#D9D6C3	Angora Whisper	安哥拉毛低语
#F4F6EC	Angraecum Orchid	兰花
#F04E45	Angry Flamingo	愤怒火烈鸟
#9799A6	Angry Gargoyle	愤怒的石像鬼
#EEBBBB	Angry Ghost	愤怒鬼
#37503D	Angry Gremlin	愤怒的小魔怪
#EE9911	Angry Hornet	愤怒大黄蜂
#4E6665	Angry Ocean	愤怒海洋
#FFCC55	Angry Pasta	愤怒的意大利面
#D82029	Angry Tomato	愤怒番茄
#B9ABAD	Aniline Mauve	苯胺淡紫
#F4E6CE	Animal Cracker	动物饼干
#BCC09E	Animal Kingdom	动物王国
#ED9080	Animated Coral	动画珊瑚
#CCC14D	Anime	动漫
#FF7A83	Anime Blush	动漫腮红
#E5D5AE	Anise Biscotti	茴香脆饼
#F4E3B5	Anise Flower	茴芹花
#B0AC98	Anise Grey Yellow	茴芹灰黄
#CDA741	Aniseed	茴香
#8CB684	Aniseed Leaf Green	茴香叶绿
#91A0B7	Anita	安妮塔
#CDCA9F	Anjou Pear	安茹梨
#F5D547	Anna Banana	安娜·香蕉
#8C5341	Annatto	红木
#6B475D	Annis	安尼斯
#E17861	Annular	环形
#89A4CD	Anode	阳极
#BDBFC8	Anon	匿名
#DADCD3	Anonymous	匿名
#C7BBA4	Another One Bites the Dust	又一粒尘埃落定
#016884	Ansel	安塞尔
#B05D4A	Ant Red	蚁红
#4B789B	Antarctic Blue	南极蓝
#0000BB	Antarctic Circle	南极圈
#35383F	Antarctic Deep	南极深渊
#EDDEE6	Antarctic Love	南极之恋
#BFD2D0	Antarctica	南极洲
#B19664	Antelope	羚羊
#7F684E	Anthill	蚁丘
#28282D	Anthracite	无烟煤
#3D475E	Anthracite Blue	无烟煤蓝
#373F42	Anthracite Grey	无烟煤灰色
#73293B	Anthracite Red	无烟煤红
#BEBDBC	Anti Rainbow Grey	反彩虹灰
#F2F3F4	Anti-Flash White	防闪白
#256D73	Antigua	安提瓜岛
#06B1C4	Antigua Blue	安提瓜蓝
#83C2CD	Antigua Sand	安提瓜沙
#FFE7C8	Antigua Sunrise	安提瓜日出
#BDDFD8	Antiguan	安提瓜岛
#3B5E8D	Antilles Blue	安的列斯蓝
#8AA277	Antilles Garden	安的列斯花园
#C7C8C1	Antimony	锑
#946644	Antiquarian Brown	古色古香的棕色
#BA8A45	Antiquarian Gold	古金
#8D8AA0	Antiquate	古董
#8B846D	Antique	古旧
#9C867B	Antique Bear	古旧熊
#926B43	Antique Bourbon	古旧波本
#6C461F	Antique Brass	古旧黄铜
#704A07	Antique Bronze	古旧古铜
#553F2D	Antique Brown	古旧棕
#E4D2BB	Antique Buff	古旧浅黄
#352126	Antique Burgundy	古旧勃艮第
#F0BAA4	Antique Cameo	古旧浮雕
#F4E1D6	Antique Candle Light	古旧烛浅
#A7856D	Antique Chest	古旧木箱
#FDF6E7	Antique China	古旧瓷
#B5B8A8	Antique Coin	古旧硬币
#9E6649	Antique Copper	古旧铜
#FFC7B0	Antique Coral	古旧珊瑚
#7E6C5F	Antique Earth	古旧土
#915C83	Antique Fuchsia	古旧紫红
#8E5E5E	Antique Garnet	古旧石榴石
#B59E5F	Antique Gold	古旧金
#2C6E62	Antique Green	古旧绿
#69576D	Antique Grey	古旧灰
#CDBACB	Antique Heather	古旧石楠
#B39355	Antique Honey	古旧蜂蜜
#B07F9E	Antique Hot Pink	古旧艳粉
#7B7062	Antique Iron	古旧铁
#F9ECD3	Antique Ivory	古旧象牙
#C5BBA8	Antique Kilim	古董基里姆
#FDF2DB	Antique Lace	古旧蕾丝
#9E8E7E	Antique Leather	古旧皮革
#FAEEDB	Antique Linen	古旧亚麻
#F1E9D7	Antique Marble	古旧大理石
#BBB0B1	Antique Mauve	古旧淡紫
#7A973B	Antique Moss	古旧苔藓
#F4F0E8	Antique Paper	古旧纸
#EAD8C1	Antique Parchment	古旧羊皮纸
#BAC5BB	Antique Patina	古旧铜绿
#EBD7CB	Antique Pearl	古旧珍珠
#957747	Antique Penny	古旧便士
#E8E3E3	Antique Petal	古旧花瓣
#C27A74	Antique Pink	古旧粉
#98211A	Antique Port Wine	古旧波特酒
#7D4F51	Antique Red	古旧红
#997165	Antique Rose	古旧玫红
#72393F	Antique Rosewood	古旧花梨木
#978466	Antique Royal Gold	古旧皇家金
#841B2D	Antique Ruby	古旧红宝石
#918E8C	Antique Silver	古旧银
#6E7173	Antique Tin	古旧锡
#BB9973	Antique Treasure	古旧珍宝
#004E4E	Antique Turquoise	古旧青
#928BA6	Antique Viola	古旧中提琴
#ECE6D5	Antique White	古旧白
#F3D3A1	Antique Wicker Basket	古董柳条篮
#B6A38D	Antique Windmill	古董风车
#BDCCC1	Antiqued Aqua	古董水色
#8A6C57	Antiquities	古物
#C1A87C	Antiquity	古代
#957A76	Antler	鹿角
#864F3E	Antler Moth	鹿角蛾
#C0AD96	Antler Velvet	鹿角绒
#B09391	Antoinette	安托瓦内特
#E7C2B4	Antoinette Pink	安托瓦内特·粉红
#312231	Anubis Black	阿努比斯黑
#C68E3F	Anzac	安扎克
#00800C	Ao	奥
#27B692	Aoife’s Green	奥伊夫的绿色
#006442	Aotake Bamboo	青竹
#31827B	Apatite Blue	磷灰石蓝
#BBFF99	Apatite Crystal Green	磷灰石水晶绿
#8A843B	Apeland	阿普兰
#E35A63	Aphrodisiac	春药
#45E9C1	Aphrodite Aqua	阿芙罗狄蒂阿夸
#EEFFFF	Aphrodite’s Pearls	阿佛洛狄忒的珍珠
#DD14AB	Aphroditean Fuchsia	阿佛洛狄忒淡紫
#B5D0A2	Apium	芹菜
#284FBD	Apnea Dive	呼吸暂停潜水
#F4711E	Apocalyptic Orange	末日橙
#99CCFF	Apocyan	阿波氰
#C8C4C2	Apollo	阿波罗
#748697	Apollo Bay	阿波罗湾
#E5E5E1	Apollo Landing	阿波罗登陆
#DDFFFF	Apollo’s White	阿波罗的白
#C6D6C4	Apothecary Jar	药剂罐
#848B80	Appalachian Forest	阿巴拉契亚森林
#CFB989	Appalachian Trail	阿巴拉契亚小径
#876E52	Appaloosa Spots	阿帕卢萨斑纹
#C2BCA9	Apparition	显形
#66AA00	Appetising Asparagus	开胃芦笋
#B1E5AA	Appetite	食欲
#858C9B	Applause Please	请掌声
#DDBCA0	Apple Blossom	苹果花
#D5E69D	Apple Bob	苹果鲍勃
#9C6757	Apple Brown Betty	苹果棕贝蒂
#8E5151	Apple Butter	苹果黄油
#F81404	Apple Cherry	苹果樱桃
#DA995F	Apple Cider	苹果酒
#A67950	Apple Cinnamon	苹果肉桂
#F4EED8	Apple Core	苹果核心
#B8D7A6	Apple Cream	苹果奶油
#E19C55	Apple Crisp	苹果清冽
#FEE5C9	Apple Crunch	苹果酥脆
#DBDBBC	Apple Cucumber	苹果黄瓜
#FDDFAE	Apple Custard	苹果蛋奶
#EDF4EB	Apple Flower	苹果花
#CC9350	Apple Fritter	苹果油条
#4B4247	Apple Herb Black	苹果草药黑
#A69F8D	Apple Hill	苹果丘陵
#BDD0B1	Apple Ice	苹果冰
#BFCA87	Apple II Beige	苹果II米色
#93D6BF	Apple II Blue	苹果II蓝
#DA680E	Apple II Chocolate	苹果II巧克力
#04650D	Apple II Green	苹果II绿
#25C40D	Apple II Lime	苹果II青柠
#DC41F1	Apple II Magenta	苹果II品红
#AC667B	Apple II Rose	苹果II玫红
#DDAABB	Apple Infusion	苹果浸液
#8B974E	Apple Jack	苹果杰克
#BDAD13	Apple Jade	苹果翡翠
#F9FDD9	Apple Martini	苹果马提尼
#93C96A	Apple Orchard	苹果果园
#CAAB94	Apple Pie	苹果派
#883E3F	Apple Polish	苹果亮泽
#F4EBD2	Apple Sauce	苹果酱
#C2A377	Apple Sauce Cake	苹果酱蛋糕
#A77C53	Apple Seed	苹果种子
#F1F0BF	Apple Slice	苹果片
#E8C194	Apple Turnover	苹果酥卷
#EA8386	Apple Valley	苹果山谷
#B59F62	Apple Wine	苹果酒红
#903F45	Apple-a-Day	一天一苹果
#8AC479	Applegate	阿普尔盖特
#CDEACD	Applemint	苹果薄荷
#F3F5E9	Applemint Soda	苹果薄荷汽水
#929637	Appletini	阿普蒂尼
#6EB478	Appleton	阿普尔顿
#8B97A5	Approaching Dusk	临近黄昏
#039487	Approval Green	批准绿色
#CED5E4	Après-Ski	滑雪后活动
#FFB16D	Apricot	杏
#FEC382	Apricot Appeal	杏子的魅力
#FEAEA5	Apricot Blush	杏绯红
#BF6553	Apricot Brandy	杏白兰地
#CC7E5B	Apricot Brown	杏棕
#CD7E4D	Apricot Buff	杏浅黄
#FFC782	Apricot Butter	杏黄油
#DA8923	Apricot Chicken	杏鸡
#F1BD89	Apricot Cream	杏奶油
#FFBB80	Apricot Flower	杏花
#EEDED8	Apricot Foam	杏泡沫
#FFD2A0	Apricot Fool	杏奶油杯
#F3CFB7	Apricot Freeze	杏冻
#FFC7A0	Apricot Froth	杏泡沫
#F5D7AF	Apricot Gelato	杏意式冰淇淋
#EEAA22	Apricot Glazed Chicken	杏酱烤鸡
#FFCE79	Apricot Glow	杏辉光
#FFAAAA	Apricot Haze	杏霾
#FFF6E9	Apricot Ice	杏冰
#F8CC9C	Apricot Ice Cream	杏冰奶油
#FBBE99	Apricot Iced Tea	杏冰茶
#E2C3A6	Apricot Illusion	杏幻觉
#EEA771	Apricot Jam	杏果酱
#FECFB5	Apricot Lily	杏百合
#B47756	Apricot Mix	杏混合
#C37248	Apricot Mocha	杏摩卡
#FCDFAF	Apricot Mousse	杏慕斯
#ECAA79	Apricot Nectar	杏花蜜
#F8C4B4	Apricot Obsession	杏子迷恋
#C86B3C	Apricot Orange	杏橙
#EEB192	Apricot Preserves	杏果酱
#E8917D	Apricot Red	杏红
#FBCD9F	Apricot Sherbet	杏果子露
#E8A760	Apricot Sorbet	杏冰糕
#F1C095	Apricot Soufflé	杏子舒芙蕾
#F1B393	Apricot Spring	杏春
#DA8C53	Apricot Tan	杏棕褐
#FBA57D	Apricot Wash	杏洗
#FAE0C2	Apricot Whisper	杏低语
#F7F0DB	Apricot White	杏白
#F7BD81	Apricot Yellow	杏黄
#D8A48F	Apricotta	杏
#F6D0D8	April Blush	四月绯红
#1FB57A	April Fool’s Red	愚人节红
#A9B062	April Green	四月绿
#909245	April Hills	四月山丘
#8B3D2F	April Love	四月爱
#CCD9C9	April Mist	四月薄雾
#9BADA8	April Rain	四月雨
#DADEB5	April Showers	四月阵雨
#FBE198	April Sunshine	四月阳光
#B4CBD4	April Tears	四月泪
#B1C1B8	April Thicket	四月灌木丛
#C5CFB1	April Wedding	四月婚礼
#D5E2E5	April Winds	四月风
#0FF0FE	Aqua	水色
#B5DFC9	Aqua Bay	水色海湾
#7ACAD0	Aqua Belt	水族腰带
#96D3D8	Aqua Bloom	水色绽放
#79B6BC	Aqua Blue	水色蓝
#D8E8E4	Aqua Breeze	水色微风
#01F1F1	Aqua Cyan	水色青
#3896A7	Aqua Dance	水色舞
#014B43	Aqua Deep	水色深
#B7C9B5	Aqua Dream	水色梦
#85C7A6	Aqua Eden	水之伊甸园
#038E85	Aqua Experience	水上体验
#96E2E1	Aqua Fiesta	水上嘉年华
#A1BAAA	Aqua Foam	水色泡沫
#5FA777	Aqua Forest	水色森林
#4A9FA3	Aqua Fresco	水色湿壁画
#A9D1D7	Aqua Frost	水色霜
#D2E8E0	Aqua Glass	水色玻璃
#9DD5C8	Aqua Glow	水色辉光
#12E193	Aqua Green	水色绿
#889FA5	Aqua Grey	水色灰
#D9DDD5	Aqua Haze	水色霾
#A1DAD7	Aqua Island	水色岛
#30949D	Aqua Lake	水色湖
#A0C9CB	Aqua Mist	水色薄雾
#08787F	Aqua Nation	水族国度
#BCE8DD	Aqua Oasis	水色绿洲
#05696B	Aqua Obscura	暗水
#DDF2EE	Aqua Pura	纯水
#63A39C	Aqua Rapids	水色急流
#539F91	Aqua Revival	水色复兴
#61A1A9	Aqua Sea	水色海
#70BBBF	Aqua Sky	水色天空
#8C9FA0	Aqua Smoke	水色烟
#D3E4E6	Aqua Sparkle	水色闪光
#85CED1	Aqua Splash	水色飞溅
#A5DDDB	Aqua Spray	水色浪花
#E8F3E8	Aqua Spring	水色春
#DBE4DC	Aqua Squeeze	水挤压
#E5F1EE	Aqua Tint	水色调
#00A29E	Aqua Velvet	水色绒
#56B3C3	Aqua Verde	水色绿
#7BBDC7	Aqua Vitale	维他水
#00937D	Aqua Waters	水色水域
#BFDFDF	Aqua Whisper	水色低语
#A0E3D1	Aqua Wish	水族愿望
#7CD8D6	Aqua Zing	水族之星
#9CB0B3	Aqua-Sphere	水球
#E1F0EA	Aquacade	水上乐园
#006F49	Aquadazzle	水炫
#7B9F82	Aquadulce	阿夸杜塞
#E3ECED	Aquafir	阿夸菲尔
#57B7C5	Aqualogic	水逻辑
#2EE8BB	Aquamarine	海蓝
#71D9E2	Aquamarine Blue	海蓝
#B3C4BA	Aquamarine Dream	海蓝梦
#82CDAD	Aquamarine Ocean	海蓝海洋
#00A800	Aquamentus Green	水绿色
#61AAB1	Aquarelle	水彩
#E8E0D5	Aquarelle Beige	水彩米色
#BFE0E4	Aquarelle Blue	水彩蓝
#E2F4E4	Aquarelle Green	水彩绿
#EDC8FF	Aquarelle Lilac	水彩丁香紫
#DBF4D8	Aquarelle Mint	水彩薄荷
#FBE8E0	Aquarelle Orange	水彩橙
#FBE9DE	Aquarelle Pink	水彩粉
#D8E1F1	Aquarelle Purple	水彩紫
#FEDDDD	Aquarelle Red	水彩红
#BCE4EB	Aquarelle Sky	水彩天空
#F4EEDA	Aquarelle Yellow	水彩黄
#356B6F	Aquarium	水族馆
#66CDAA	Aquarium Blue	水族馆蓝
#0A98AC	Aquarium Diver	水族馆潜水员
#2DB0CE	Aquarius	水瓶座
#4D5AF3	Aquarius Mood Indigo	水瓶座的心情 靛蓝
#559999	Aquarius Reef Base	宝瓶座礁基地
#89C6B7	Aquastone	水石
#99C1CC	Aquatic	水生
#41A0B4	Aquatic Cool	水族清凉
#BFD6D1	Aquatic Edge	水生边缘
#49999A	Aquatic Green	水绿色
#ADE6DB	Aquatic Mist	水雾
#A6B5A9	Aquatone	阿夸托内
#60B3BC	Aqueduct	渡槽
#59B6D9	Aquella	阿奎拉
#388D95	Aqueous	水性
#E2ECED	Aquifer	含水层
#88ABB4	Aquitaine	阿基坦
#ADAD9C	Ara Glen	阿拉格伦
#82ACC4	Arabella	阿拉贝拉
#CD5F42	Arabesque	蔓藤花纹
#CD9945	Arabian Bake	阿拉伯烘焙
#016C84	Arabian Nights	阿拉伯夜
#A14C3F	Arabian Red	阿拉伯红
#DDC6B1	Arabian Sands	阿拉伯沙
#786E97	Arabian Silk	阿拉伯丝
#934C36	Arabian Spice	阿拉伯辛香
#C9FFFA	Arabian Veil	阿拉伯面纱
#6F4D3F	Arabic Coffee	阿拉伯咖啡
#C0FFEE	Arabica Mint	阿拉比卡薄荷
#7A552E	Arable Brown	耕地棕色
#B06455	Aragon	阿拉贡
#47BA87	Aragon Green	阿拉贡绿
#E4E0D4	Aragonite	文石
#6A95B1	Aragonite Blue	文石蓝
#948E96	Aragonite Grey	文石灰
#F3F1F3	Aragonite White	文石白
#EC8254	Araigaki Orange	新井橙
#3F4635	Arame Seaweed Green	阿拉梅海藻绿
#FF7013	Arancio	阿兰西奥
#274A5D	Arapawa	阿拉帕瓦
#93A344	Arathi Highlands	阿拉希高地
#ADD8E1	Araucana Egg	南洋杉蛋
#A18D71	Arava	阿拉瓦
#CDA182	Arbol de Tamarindo	罗望子树
#BBC3AD	Arbor Vitae	侧柏
#70BA9F	Arboretum	植物园
#C1C2B4	Arbour Hollow	乔木空心
#CCDDFF	Arc Light	弧光灯
#EE3311	Arcade Fire	拱廊之火
#0022CC	Arcade Glow	街机发光
#EDEBE2	Arcade White	街机白
#00AC8D	Arcadia	阿卡迪亚
#A3C893	Arcadian Green	田园绿
#3B6C3F	Arcala Green	阿卡拉绿
#98687E	Arcane	奥术
#5260E1	Arcane Brew	奥术酿造
#6A2F2F	Arcane Red	奥术红
#6A0002	Arcavia Red	阿卡维亚红
#8E785C	Archaeological Site	考古遗址
#6E6A5E	Archaeology	考古学
#CAC69D	Archisa	阿奇萨
#6F6D5F	Architect	建筑师
#7195A6	Architecture Blue	建筑蓝色
#6B6A69	Architecture Grey	建筑灰
#9F8C73	Archivist	档案管理员
#648589	Arctic	极地
#CBD8E5	Arctic Air	极地空气
#D9E5EB	Arctic Blizzard	极地暴雪
#95D6DC	Arctic Blue	极地蓝
#B2CCD9	Arctic Circle	北极圈
#E6E3DF	Arctic Cotton	极地棉
#EBE4BE	Arctic Daisy	极地雏菊
#E3E5E8	Arctic Dawn	极地黎明
#816678	Arctic Dusk	极地黄昏
#AFBEC1	Arctic Feelings	北极情怀
#DAEAE4	Arctic Flow	北极流
#E7E7E2	Arctic Fox	极地狐
#C9D1E9	Arctic Glow	极地辉光
#45BCB3	Arctic Green	极地绿
#BBCCDD	Arctic Grey	极地灰
#B6BDD0	Arctic Ice	极地冰
#6F7872	Arctic Lichen Green	极地地衣绿
#D0FF14	Arctic Lime	极地青柠
#345C61	Arctic Nights	极地夜
#66C3D0	Arctic Ocean	极地海洋
#B8DFF8	Arctic Paradise	极地天堂
#C7DAED	Arctic Rain	极地雨
#B7ABB0	Arctic Rose	极地玫红
#9BBACB	Arctic Sunrise	极地日出
#6D584C	Arctic Tundra	极地苔原
#00FCFC	Arctic Water	极地水
#E9EAE7	Arctic White	极地白
#E2DEDF	Ardcoat	硬涂层
#E5756A	Ardent Coral	热情珊瑚
#232F2C	Ardósia	阿多西亚
#DD2200	Ares Red	战神红
#62584C	Ares Shadow	阿瑞斯之影
#9D6646	Argan Oil	摩洛哥坚果油
#888888	Argent	银色
#CECAC3	Argento	阿尔真托
#BDBDB7	Argos	阿尔戈斯
#348A5D	Argyle	阿盖尔
#895C79	Argyle Purple	阿盖尔紫
#C48677	Argyle Rose	阿盖尔玫瑰
#E3E4E2	Aria	咏叹调
#F9E8D8	Aria Ivory	咏叹调象牙
#DCD6C6	Arid Landscape	干旱景观
#B6B4A9	Arid Plains	干旱平原
#AED7EA	Ariel	爱丽儿
#B2A5D3	Ariel’s Delight	爱丽儿的喜悦
#FAF0DF	Aristocrat Ivory	贵族象牙
#ECCEB9	Aristocrat Peach	贵族桃子
#457E93	Aristocratic	贵族式
#354655	Aristocratic Blue	贵族蓝
#DDAACC	Aristocratic Pink	贵族粉色
#980B4A	Aristocratic Velvet	贵族天鹅绒
#EEB377	Arizona	亚利桑那州
#AD735A	Arizona Clay	亚利桑那粘土
#DDAB93	Arizona Dust	亚利桑那尘埃
#00655A	Arizona Stone	亚利桑那石
#EBBCB9	Arizona Sunrise	亚利桑那州日出
#669264	Arizona Tree Frog	亚利桑那树蛙
#E8DAC3	Arizona White	亚利桑那白
#9F7B35	Arlington Bronze	阿灵顿青铜
#536762	Armada	舰队
#484A46	Armadillo	犰狳
#7D4638	Armadillo Egg	犰狳蛋
#926A25	Armageddon Dunes	末日沙丘
#D3A907	Armageddon Dust	末日尘埃
#AD916C	Armagnac	雅文邑
#74857F	Armour	盔甲
#030303	Armour Wash	盔甲洗
#747769	Armoured Steel	铠装钢
#6A6B65	Armoury	军械库
#5B6F61	Army Canvas	陆军帆布
#6C7735	Army Golf	陆军高尔夫
#4B5320	Army Green	军绿色
#8A806B	Army Issue	陆军问题
#838254	Army Issue Green	陆军发行绿色
#BF8F37	Arnica	山金车
#E59B00	Arnica Yellow	山金车黄
#D3C1C5	Aroma	香气
#96D2D6	Aroma Blue	芳香蓝
#A1C4A8	Aroma Garden	香薰花园
#F9970C	Aromango	阿罗芒果
#706986	Aromatic	芳香
#FFCECB	Aromatic Breeze	芳香微风
#98C945	Aromatic Herbs	香草
#F2FF26	Aromatic Lemon	芳香柠檬
#879BA3	Arona	阿罗纳
#A1B670	Around the Gills	脸色发青
#776600	Arousing Alligator	唤醒鳄鱼
#5C546E	Arraign	提审
#BB8246	Arrakis Spice	阿拉基斯香料
#5A3532	Arresting Auburn	夺目赤褐
#927257	Arrow Creek	箭溪
#C7A998	Arrow Quiver	箭袋
#A28440	Arrow Rock	箭岩
#5C503A	Arrow Shaft	箭杆
#514B40	Arrowhead	箭头
#58728A	Arrowhead Lake	箭头湖
#F9EAEB	Arrowhead White	箭头白
#F8DECF	Arrowroot	葛根
#E4DECF	Arrowroote	葛根
#827A67	Arrowtown	箭镇
#B3861E	Arrowwood	阿罗伍德
#3B444B	Arsenic	砷
#896956	Art and Craft	艺术与工艺
#CDACA0	Art Deco Pink	艺术装饰粉
#623745	Art Deco Red	艺术装饰红
#94897C	Art District	艺术区
#C06F70	Art House Pink	艺术屋粉
#A29AA0	Art Nouveau Glass	新艺术风格玻璃
#9C932F	Art Nouveau Green	新艺术风格绿色
#A08994	Art Nouveau Violet	新艺术风格紫罗兰色
#CA9D8D	Artefact	人工制品
#65A98F	Artemesia Green	蒿绿
#D2A96E	Artemis	阿尔忒弥斯
#DDDDEE	Artemis Silver	阿尔忒弥斯银
#E3EBEA	Artemisia	蒿属
#711518	Arterial	动脉
#A6BEE1	Artesian Pool	自流池
#007DB6	Artesian Water	自流水
#5EB2AA	Artesian Well	自流井
#A8B1AD	Artful	巧妙的
#91B4B3	Artful Aqua	艺术水族
#80505D	Artful Magenta	巧妙的洋红色
#CC6C82	Artful Pink	巧妙的粉色
#8F9779	Artichoke	洋蓟
#A19676	Artichoke Dip	朝鲜蓟浸
#517345	Artichoke Green	洋蓟绿
#E4D588	Artichoke Heart	洋蓟心
#C19AA5	Artichoke Mauve	洋蓟淡紫
#D9CA93	Artichoke Mist	洋蓟薄雾
#E6E2D3	Artifice	诡计
#A1A1A1	Artificial Intelligence Grey	人工智能灰
#FF43A4	Artificial Strawberry	人造草莓
#41B45C	Artificial Turf	人造草坪
#746F67	Artillery	火炮
#8F5C45	Artisan	工匠
#AFBFC4	Artisan Blue	工匠蓝
#B99779	Artisan Crafts	工匠工艺品
#117471	Artisan Green	工匠绿
#AC5B50	Artisan Red	工匠红
#B09879	Artisan Tan	工匠棕褐
#DAC2AF	Artisan Tea	工匠茶
#845E40	Artisan Tile	工匠瓷砖
#F2AB46	Artisans Gold	工匠金
#01343A	Artist Blue	艺术家蓝
#EEE4D2	Artist’s Canvas	艺术家的画布
#37393E	Artist’s Charcoal	艺术家的木炭
#A1969B	Artist’s Shadow	艺术家的影子
#987387	Artiste	艺术家
#434053	Artistic Licence	艺术许可
#5C6B65	Artistic Stone	艺术石
#C3B1AC	Artistic Taupe	艺术灰褐色
#D0D2E9	Artistic Violet	艺术紫
#F5C68B	Arts & Crafts Gold	工艺品金奖
#7D6549	Arts and Crafts	工艺品
